book_name	author_name
a diary from dixie	mary boykin miller chesnut
assassin	bascom jones
sappho	thomas george tucker
l'ultima primavera	ines castellani fantoni benaglio
a book	djuna barnes
the bradys' race for life	francis worcester doughty
bellingrath gardens	anonymous
the vanished pomps of yesterday	frederic hamilton
merry tales	mark twain
mary jane married	george r. sims
sculpture in spain	albert f. calvert
the non-electronic bug	e. mittleman
le petit-neveu de grécourt ou étrennes gaillardes	anonymous
charles stewart parnell	katharine o'shea
crofton chums	ralph henry barbour
thinking and learning to think	nathan c. schaeffer
le sylphe	claude-prosper jolyot de crébillon
le monde tel qu'il sera	émile souvestre
the sportsman's club in the saddle	harry castlemon
"book of the thousand nights and a night, vol. , supplement,"	anonymous
handbuch der geschichte der buchdruckerkunst	carl b. lorck
"harper's round table, march 9, 1897"	various
time payment	sylvia jacobs
the fair rewards	thomas beer
el quijote apócrifo	alonso fernández de avellaneda
sketches in prison camps	charles c. nott
de l'amour	stendhal and charles-augustin sainte-beuve
the last trespasser	jim harmon
"alice, grand duchess of hesse"	"alice, grand duchess consort"
leibniz	wilhelm wundt
hans und suse in der stadt	trude bruns
oraita	hilja haahti
elämä ja kuolema	aarni kouta
the straits impregnable	sydney de loghe
bewick's select fables	thomas bewick
"wilhelm hauffs sämtliche werke in sechs bänden. dritter band,"	anonymous
the magical chance	dallas lore sharp
heel	philip jose farmer
underneath the bough	george allan england
aikamme uros	mikhail iurevich lermontov
kotkan tie	ethel may dell
history of the late polish revolution and the events	anonymous
of the campaign	joseph hordynski
on the margin	aldous huxley
"i viaggi di gio. da mandavilla, vol. 2"	john mandeville
"i viaggi di gio. da mandavilla, vol. 1"	john mandeville
la danse de sophocle: poemes	jean cocteau
thirty degrees cattywonkus	james bell
father and the boy visit the university of idaho	anonymous
the crystal sceptre	philip verrill mighels
the coming of lugh	ella young and maud gonne
bookplates	edward almack
life of j. e. b. stuart	mary l. williamson
beauvoir jefferson davis shrine	anonymous
westward movement 1832-1889	richard b. morris and james woodress
"the jeffersonians, 1801-1829"	richard b. morris and james woodress
rachel jackson	nellie treanor stokes
lucifer	various
ajan aalloilta	eino leino
histoire d'une montagne	élisée reclus
when day is done	arnold castle
"the journal of american folk-lore, vol. , no. ,"	anonymous
"july-september, 1893"	various
mémoires posthumes de braz cubas	machado de assis
a great day for the irish	a. m. lightner
"helianth, band 3"	albrecht schaeffer
"memory's storehouse unlocked, true stories"	john t. bristow
pieni italialainen	johanna spyri
yesterdays in the philippines	joseph earle stevens
les oiseaux s'envolent et les fleurs tombent	élémir bourges
the woman movement	ellen key
a pride of islands	c. c. macapp
the rod and gun club	harry castlemon
matchmaker	charles l. fontenay
geschichten aus den vier winden	max dauthendey
suomalaisia kohtaloita	kyösti wilkuna
"the yale literary magazine, vol. 1, no. 2"	various
"the birds of australia, vol. 4 of 7"	john gould
essays on educational reformers	robert hebert quick
between heathenism and christianity	"charles william super,"
how to study architecture	charles h. caffin
the upside-down captain	jim harmon
du suffrage universel et de la manière de voter	hippolyte taine
aline et valcour	donatien-alphonse-francois de sade
how to face life	stephen samuel wise
the convent school	william dugdale
raffael	hermann knackfuß
"harper's round table, march 2, 1897"	various
studies on epidemic influenza	the university of pittsburgh
en ménage	j.-k. huysmans
frances mary buss	annie e. ridley
the lathe & its uses	anonymous
valkea morsian	aarni kouta
runoja herkules uroosta	thure johan dahlberg
the elements of perspective	john ruskin
christianity viewed in relation to the present state	anonymous
of society and opinion	françois guizot
bohemian (cech) bibliography	thomas capek and anna vostrovský capek
our young aeroplane scouts in france and belgium	horace porter
adriani	george sand
in great waters	thomas a. janvier
corinne ou l'italie	madame de (anne-louise-germaine) staël
gravy train	daniel f. galouye
war flying	l. f. hutcheon
ole mars an' ole miss	edmund k. goldsborough
souvenirs d'un musicien	adolphe adam
the seven sisters of sleep	mordecai cubitt cooke
daddy jake the runaway	joel chandler harris
monument	r. w. major
colin	e. f. benson
hiljaisina hetkinä	ilmari kianto
yksin elämässä	kyösti wilkuna
ignatz	ron goulart
la petite ville	remy de gourmont
the sheriff of pecos	henry bedford-jones
the second mate	henry bedford-jones
arizona argonauts	henry bedford-jones
the story of the typewriter	herkimer county historical society
bible pictures and stories in large print	isabella m. aldon
adam & eve & pinch me	alfred edgar coppard
the war with russia	john alfred langford
the spanish royal tapestries	albert f. calvert
"storia dei musulmani di sicilia, vol. 3, parte 2"	michele amari
"storia dei musulmani di sicilia, vol. 3, parte 1"	michele amari
old shag	bob farnham
"history of greece, vol. 12 of 12"	george grote
"ollin-mikko, aapon-ulla ja ullan-eino"	väinö kataja
sanomalehtimiehen seikkailuja	joseph jacquin
the house of quiet	arthur christopher benson
beside the fire	various
"catalogue of ""standard recitations"""	anonymous
silas x. floyd's short stories for colored people both old and young	anonymous
novelleja	kyösti wilkuna
suomalaisia lauluja	olivier august johan carlenius
de zilveren schaatsen	mary mapes dodge
the transformation of philip jettan	georgette heyer
"the american missionary, vol. 37, no. 5, may, 1883"	various
"history of the reformation in europe in the time of calvin,"	anonymous
vol. 3 of 8	merle d'aubigne
"the philosophy of health, vol. 1 of 2"	thomas southwood-smith
"fratris felicis fabri evagatorium in terrae sanctae, arabiae et"	anonymous
"egypti peregrinationem, volumen secundum"	felix fabri
the poet assassinated	guillaume apollinaire
royal romances of to-day	kellogg durland
"vierzig jahre aus dem leben eines toten, band ,"	anonymous
"vierzig jahre aus dem leben eines toten. band ,"	anonymous
"the armourer and his craft from the th to the th century,"	anonymous
the discoverie of witchcraft	reginald scot
the young mechanic	james lukin
"harper's round table, february 23, 1897"	various
koottuja suomalaisia lauluja	various
the divers	james stamers
the good seed	mark mallory
the south country	edward thomas
the englishman's house	charles james richardson
"history of the church of jesus christ of latter-day saints,"	anonymous
vol. 6	joseph smith and b. h. roberts]
manual of parliamentary practice	luther s. cushing
whitman mission national historic site	erwin n. thompson
"harper's round table, february 16, 1897"	various
särjetyt jumalat	l. onerva
uhriliekki	aarni kouta
pâques d'islande	anatole le braz
"baboe dalima, or, the opium fiend"	michaël théophile hubert perelaer
"death and resurrection from the point of view of the cell-theory,"	anonymous
a thousand-mile walk to the gulf	john muir
"nacha regules, novela"	manuel gálvez
the little red bag	jerry sohl
le capitaine fracasse	théophile gautier
the autumn after next	margaret st. clair
the footprints of time	charles bancroft
cultural exchange	j.f. bone
wongo and the wise old crow	grace moon and carl moon
jenny	sigrid undset
the steam-shovel man	ralph delahaye paine
la négresse blonde	georges fourest
un mystérieux amour	daniel lesueur
to each his own	jack sharkey
"history of the church of jesus christ of latter-day saints,"	anonymous
vol. 5	joseph smith
industrial condition of women and girls in honolulu	frances blascoer
oregon historical landmarks: willamette valley	various
the silverton story	mary ann olsen
"industries and inventions of the shakers, shaker music,"	anonymous
"g. a. selwyn, d.d."	louise creighton
the geology of darling state park	"harry w. dodge, jr"
"slater's shropshire directory, 1859"	isaac slater
hunger	knut hamsun
the book of the bayeux tapestry	hilaire belloc
summer guests	james h. schmitz
not snow nor rain	miriam allen deford
... und hätte der liebe nicht	anna schieber
lapset	jalmari finne
caxi neljättä kymmendä satua	henrik achrenius
bad drains; and how to test them	r. harris reeves
la prisonnière (sodome et gomorrhe iii)	marcel proust
the lonely warrior	claude carlos washburn
"the living animals of the world, vol. 2 of 2"	"c. j. cornish,"
practical school discipline	ray coppock beery
a song of the open road and other verses	louis j. mcquilland
tulijoutsen	aarni kouta
pappiparka	kustaa juuti
counterweight	jerry sohl
voyage aux montagnes rocheuses	pierre-jean de smet
the geology of groton state forest	robert a. christman
burton island state park: guide to the interpretive nature trail	anonymous
and hiking trail	stephen antil
"history of the church of jesus christ of latter-day saints, vol. ,"	anonymous
reseanteckningar från orienten åren 1843-1849 ii	georg august wallin
kultahanhi	jacob grimm
meditations and moral sketches	françois guizot
the book of the lover and the beloved	ramón lull
der schulmeister und sein sohn	karl heinrich caspari
krawall	ludwig thoma
leid und freud einer erzieherin in brasilien	ina von binzer
sketch of the 29th regiment of connecticut colored troops	j. j. hill
"wilhelm hauffs sämtliche werke in sechs bänden, zweiter band"	anonymous
bargain basement	charles l. fontenay
"the american missionary, volume 37, no. 4, april, 1883"	various
the boy travellers in australasia	thomas w. knox
the night of hoggy darn	richard mckenna
virgin ground	rosel george brown
growing season	f. l. wallace
the history of the standard oil company	ida m. tarbell
"the american consolidated mines company, 1903"	anonymous
jäiset temppelit	aarni kouta
lordi clive	thomas babington macaulay
"the natural history of pliny, volume  of"	anonymous
the magician's own book	anonymous
"archibald marshall, a realistic novelist"	william lyon phelps
downstream	sigfrid siwertz
die bären von hohen-esp	nataly von eschstruth
baker's dozens	jim harmon
the good work	theodore l. thomas
"harper's round table, february 9, 1897"	various
la gueuse parfumée	paul arène
tuhlaajapoika	paul heyse
maa-orja	oskar höcker
"the grenadier guards in the great war of -, vol.  of ,"	anonymous
jack the englishman	h. louisa bedford
recuerdos de mi vida (tomo 2 de 2)	santiago ramón y cajal
den finska sampo-myten	carl axel gottlund
kaksi vankia	paul heyse
ein kleines kind	karl wartenburg
the last days of l. a.	george h. smith
"work of the colored law and order league, baltimore, md.,"	anonymous
around the wicket gate	c. h. spurgeon
essay on the character and influence of washington in the revolution	anonymous
of the united states of america	françois guizot
molly o'rigge	unknown
l'âme enchantée ii: l'été	romain rolland
elpénor	jean giraudoux
pipe dream	fritz leiber
sonnets and verse	hilaire belloc
the beginnings of poetry	francis barton gummere
haney's art of training animals	anonymous
two american boys with the allied armies	sherman crockett
wild kindred	jean m. thompson
old houses in holland	sydney r. jones
al fronte	luigi barzini
la guerre des mondes	h. g. wells
star of rebirth	bernard wall
love and moondogs	richard mckenna
car pool	rosel george brown
the battles of the world	j. douglas borthwick
dr. wainright's patient	edmund yates
story of the riot	the citizen's protective league
in the jag-whiffing service	david r. bunch
unohtumattomia sanoja	paul heyse
wilhelm hauffs sämtliche werke in sechs bänden	anonymous
"the birds of australia, vol. 3 of 7"	john gould
new zealand	william reeves
"i tre moschettieri, vol. 4"	alexandre dumas
"i tre moschettieri, vol. 3"	alexandre dumas
"i tre moschettieri, vol. 2"	alexandre dumas
